models,model_rounds,validation_accuracy,validation_lower_bound,validation_upper_bound,validation_total,validation_correct,test_accuracy,test_lower_bound,test_upper_bound,test_total,test_correct,validation_TP,test_TP,validation_FP,test_FP,validation_TN,test_TN,validation_FN,test_FN
"titanic_medical-anthropic3710,titanic_medical-openai45p10,titanic_medical-openaio1","5,7,3",0.78,0.686080346213682,0.8566964232501855,100,78,0.6923076923076923,0.5868294430937198,0.7848581618108883,91,63,48,37,7,12,30,26,15,16
"titanic_medical-geminipro,titanic_medical-openai45p10,titanic_medical-openaio1","6,7,3",0.78,0.686080346213682,0.8566964232501855,100,78,0.7032967032967034,0.5983895285569754,0.7945281687636013,91,64,43,37,2,11,35,27,20,16
"titanic_medical-anthropic3710,titanic_medical-openai4510,titanic_medical-openaio1","5,4,3",0.78,0.686080346213682,0.8566964232501855,100,78,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,52,44,11,21,26,17,11,9
"titanic_medical-openai10o1,titanic_medical-openailong,titanic_medical-openaio1","4,2,3",0.77,0.6751412672248971,0.8482683886989525,100,77,0.8241758241758241,0.7302340382292889,0.8960282009382292,91,75,49,47,9,10,28,28,14,6
"titanic_medical-anthropic37,titanic_medical-gemini10,titanic_medical-openai45p10","6,8,7",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,58,44,18,23,19,15,5,9
"titanic_medical-anthropic3710,titanic_medical-gemini10,titanic_medical-openaio1","5,8,3",0.77,0.6751412672248971,0.8482683886989525,100,77,0.7032967032967034,0.5983895285569754,0.7945281687636013,91,64,56,45,16,19,21,19,7,8
"titanic_medical-openai45,titanic_medical-openai45p10,titanic_medical-openaio1","3,7,3",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6923076923076923,0.5868294430937198,0.7848581618108883,91,63,46,38,6,13,31,25,17,15
"titanic_medical-geminipro10,titanic_medical-gemma,titanic_medical-openai45p10","1,1,7",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,58,47,18,24,19,14,5,6
"titanic_medical-anthropic3710,titanic_medical-openai45,titanic_medical-openaio1","5,3,3",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,56,43,16,23,21,15,7,10
"titanic_medical-geminipro10,titanic_medical-openai4510,titanic_medical-openai45p10","1,4,7",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6923076923076923,0.5868294430937198,0.7848581618108883,91,63,47,42,7,17,30,21,16,11
"titanic_medical-geminipro10,titanic_medical-openai45p10,titanic_medical-phi","1,7,2",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,56,46,16,23,21,15,7,7
"titanic_medical-anthropic37,titanic_medical-openai45p10,titanic_medical-openaio1","6,7,3",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6923076923076923,0.5868294430937198,0.7848581618108883,91,63,48,37,8,12,29,26,15,16
"titanic_medical-geminipro10,titanic_medical-openai45p10,titanic_medical-openailong","1,7,2",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,58,47,18,23,19,15,5,6
"titanic_medical-gemini2510,titanic_medical-geminipro10,titanic_medical-openaio1","2,1,3",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6923076923076923,0.5868294430937198,0.7848581618108883,91,63,53,45,13,20,24,18,10,8
"titanic_medical-anthropic37,titanic_medical-openai4510,titanic_medical-openai45p10","6,4,7",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,52,43,12,23,25,15,11,10
"titanic_medical-openai45p10,titanic_medical-openailong,titanic_medical-openaio1","7,2,3",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6923076923076923,0.5868294430937198,0.7848581618108883,91,63,48,39,8,14,29,24,15,14
"titanic_medical-gemini25,titanic_medical-geminipro10,titanic_medical-openai45p10","7,1,7",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,52,41,12,19,25,19,11,12
"titanic_medical-openai10o1,titanic_medical-openai4510,titanic_medical-openai45p10","4,4,7",0.77,0.6751412672248971,0.8482683886989525,100,77,0.7142857142857143,0.6100117509423373,0.8041341853988748,91,65,47,40,7,13,30,25,16,13
"titanic_medical-anthropic3710,titanic_medical-openaio1,titanic_medical-phi","5,3,2",0.77,0.6751412672248971,0.8482683886989525,100,77,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,62,50,22,27,15,11,1,3
"titanic_medical-anthropic3710,titanic_medical-openai45,titanic_medical-openai45p10","5,3,7",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,56,44,17,24,20,14,7,9
"titanic_medical-anthropic3710,titanic_medical-gemini,titanic_medical-openai45p10","5,9,7",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,61,51,22,31,15,7,2,2
"titanic_medical-anthropic37,titanic_medical-openai4510,titanic_medical-openaio1","6,4,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,52,43,13,20,24,18,11,10
"titanic_medical-geminipro10,titanic_medical-gemma,titanic_medical-openaio1","1,1,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,55,46,16,22,21,16,8,7
"titanic_medical-anthropic3710,titanic_medical-llama,titanic_medical-openaio1","5,7,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,62,52,23,30,14,8,1,1
"titanic_medical-anthropic3710,titanic_medical-openai10o1,titanic_medical-openai4510","5,4,4",0.76,0.6642645107290014,0.8397753868285528,100,76,0.7032967032967034,0.5983895285569754,0.7945281687636013,91,64,54,48,15,22,22,16,9,5
"titanic_medical-anthropic3710,titanic_medical-openai45p10,titanic_medical-phi","5,7,2",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,62,50,23,28,14,10,1,3
"titanic_medical-geminipro10,titanic_medical-openai,titanic_medical-openai45p10","1,4,7",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,57,47,18,24,19,14,6,6
"titanic_medical-geminipro10,titanic_medical-openaio1,titanic_medical-phi","1,3,2",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,53,45,14,21,23,17,10,8
"titanic_medical-geminipro10,titanic_medical-openai45p10,titanic_medical-openaio1","1,7,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6923076923076923,0.5868294430937198,0.7848581618108883,91,63,43,36,4,11,33,27,20,17
"titanic_medical-deepseek,titanic_medical-openai45p10,titanic_medical-openaio1","2,7,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.7032967032967034,0.5983895285569754,0.7945281687636013,91,64,46,37,7,11,30,27,17,16
"titanic_medical-gemini25,titanic_medical-geminipro,titanic_medical-openaio1","7,6,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6153846153846154,0.5075183409879203,0.715520174451205,91,56,48,42,9,24,28,14,15,11
"titanic_medical-gemini25,titanic_medical-openai45p10,titanic_medical-openaio1","7,7,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,46,38,7,14,30,24,17,15
"titanic_medical-anthropic37,titanic_medical-anthropic37low,titanic_medical-openai45p10","6,1,7",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,58,41,19,20,18,18,5,12
"titanic_medical-openai45,titanic_medical-openai45p10,titanic_medical-qwq","3,7,1",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,51,39,12,18,25,20,12,14
"titanic_medical-anthropic3710,titanic_medical-gemini10,titanic_medical-openai45p10","5,8,7",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,57,45,18,23,19,15,6,8
"titanic_medical-anthropic37low,titanic_medical-openai10o1,titanic_medical-openai45p10","1,4,7",0.76,0.6642645107290014,0.8397753868285528,100,76,0.7362637362637363,0.6334508335773619,0.8231451651250297,91,67,45,40,6,11,31,27,18,13
"titanic_medical-geminipro,titanic_medical-openai10o1,titanic_medical-openai45p10","6,4,7",0.76,0.6642645107290014,0.8397753868285528,100,76,0.7582417582417582,0.6571655985479521,0.8418701860640567,91,69,44,43,5,12,32,26,19,10
"titanic_medical-openai4510,titanic_medical-openai45p10,titanic_medical-openaio1","4,7,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,46,37,7,13,30,25,17,16
"titanic_medical-openai45,titanic_medical-openaio1,titanic_medical-qwq","3,3,1",0.76,0.6642645107290014,0.8397753868285528,100,76,0.7032967032967034,0.5983895285569754,0.7945281687636013,91,64,50,40,11,14,26,24,13,13
"titanic_medical-gemini2510,titanic_medical-openai10o1,titanic_medical-openaio1","2,4,3",0.76,0.6642645107290014,0.8397753868285528,100,76,0.8131868131868132,0.717829729600572,0.8872409996138371,91,74,48,45,9,9,28,29,15,8
"titanic_medical-anthropic3710,titanic_medical-gemini2510,titanic_medical-openaio1","5,2,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,61,50,23,28,14,10,2,3
"titanic_medical-geminipro10,titanic_medical-openai,titanic_medical-openaio1","1,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,54,46,16,23,21,15,9,7
"titanic_medical-openai10o1,titanic_medical-openai45,titanic_medical-openaio1","4,3,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.7362637362637363,0.6334508335773619,0.8231451651250297,91,67,44,38,6,9,31,29,19,15
"titanic_medical-gemini10,titanic_medical-gemma,titanic_medical-openai45p10","8,1,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,59,46,21,25,16,13,4,7
"titanic_medical-anthropic37low,titanic_medical-gemini,titanic_medical-openai45p10","1,9,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,60,42,22,20,15,18,3,11
"titanic_medical-gemini25,titanic_medical-openai4510,titanic_medical-openaio1","7,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,50,43,12,22,25,16,13,10
"titanic_medical-anthropic3710,titanic_medical-openai10o1,titanic_medical-openaio1","5,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.8131868131868132,0.717829729600572,0.8872409996138371,91,74,47,46,9,10,28,28,16,7
"titanic_medical-gemini25,titanic_medical-openai4510,titanic_medical-openai45p10","7,4,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6263736263736264,0.5186848209212489,0.7255924755008125,91,57,50,42,12,23,25,15,13,11
"titanic_medical-openai4510,titanic_medical-openai45p10,titanic_medical-qwq","4,7,1",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,48,37,10,16,27,22,15,16
"titanic_medical-geminipro10,titanic_medical-openai10o1,titanic_medical-openai45","1,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.7252747252747253,0.6216981102911925,0.813674004426187,91,66,49,45,11,17,26,21,14,8
"titanic_medical-openai4510,titanic_medical-openai45p10,titanic_medical-openailong","4,7,2",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,52,44,14,24,23,14,11,9
"titanic_medical-anthropic3710,titanic_medical-openai10o1,titanic_medical-openai45","5,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.7142857142857143,0.6100117509423373,0.8041341853988748,91,65,57,51,19,24,18,14,6,2
"titanic_medical-gemini25,titanic_medical-geminipro10,titanic_medical-openaio1","7,1,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,49,41,11,18,26,20,14,12
"titanic_medical-anthropic3710,titanic_medical-gemini25,titanic_medical-openai45p10","5,7,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,58,50,20,30,17,8,5,3
"titanic_medical-gemini10,titanic_medical-openai45p10,titanic_medical-openaio1","8,7,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.7142857142857143,0.6100117509423373,0.8041341853988748,91,65,45,37,7,10,30,28,18,16
"titanic_medical-gemini10,titanic_medical-openai45p10,titanic_medical-phi","8,7,2",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,56,43,18,22,19,16,7,10
"titanic_medical-geminipro10,titanic_medical-openai4510,titanic_medical-openaio1","1,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,44,39,6,15,31,23,19,14
"titanic_medical-anthropic37,titanic_medical-openaio1,titanic_medical-phi","6,3,2",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,62,49,24,25,13,13,1,4
"titanic_medical-gemini10,titanic_medical-llama,titanic_medical-openai45p10","8,7,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,59,46,21,24,16,14,4,7
"titanic_medical-geminipro,titanic_medical-openai45,titanic_medical-openai45p10","6,3,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,50,41,12,21,25,17,13,12
"titanic_medical-gemini10,titanic_medical-openai,titanic_medical-openai45p10","8,4,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,59,45,21,25,16,13,4,8
"titanic_medical-deepseek,titanic_medical-openai45,titanic_medical-openai45p10","2,3,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,53,40,15,20,22,18,10,13
"titanic_medical-gemini10,titanic_medical-openai4510,titanic_medical-openai45p10","8,4,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6153846153846154,0.5075183409879203,0.715520174451205,91,56,49,38,11,20,26,18,14,15
"titanic_medical-anthropic3710,titanic_medical-geminipro10,titanic_medical-openai45","5,1,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6043956043956044,0.4964038269733196,0.7053951304453081,91,55,58,46,20,29,17,9,5,7
"titanic_medical-openai45,titanic_medical-openai4510,titanic_medical-openai45p10","3,4,7",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,52,41,14,21,23,17,11,12
"titanic_medical-anthropic37,titanic_medical-openai10o1,titanic_medical-openaio1","6,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.8131868131868132,0.717829729600572,0.8872409996138371,91,74,47,46,9,10,28,28,16,7
"titanic_medical-anthropic37,titanic_medical-gemini10,titanic_medical-openaio1","6,8,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,55,44,17,21,20,17,8,9
"titanic_medical-anthropic37low,titanic_medical-openai45p10,titanic_medical-phi","1,7,2",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,59,43,21,19,16,19,4,10
"titanic_medical-openai10o1,titanic_medical-openaio1,titanic_medical-phi","4,3,2",0.75,0.6534475042411916,0.8312202619006581,100,75,0.8021978021978022,0.7055230027082506,0.8783501222220115,91,73,47,45,9,10,28,28,16,8
"titanic_medical-geminipro,titanic_medical-openai4510,titanic_medical-openaio1","6,4,3",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,44,40,6,18,31,20,19,13
"titanic_medical-gemini25,titanic_medical-openai45p10,titanic_medical-phi","7,7,2",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,58,48,20,28,17,10,5,5
"titanic_medical-anthropic37,titanic_medical-openai45p10,titanic_medical-phi","6,7,2",0.75,0.6534475042411916,0.8312202619006581,100,75,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,62,49,24,28,13,10,1,4
"titanic_medical-anthropic37low,titanic_medical-openai10,titanic_medical-openai45p10","1,2,7",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,58,43,21,21,16,17,5,10
"titanic_medical-anthropic3710,titanic_medical-gemma,titanic_medical-openaio1","5,1,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,62,52,25,31,12,7,1,1
"titanic_medical-gemini25,titanic_medical-geminipro,titanic_medical-openai45p10","7,6,7",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6153846153846154,0.5075183409879203,0.715520174451205,91,56,49,43,12,25,25,13,14,10
"titanic_medical-anthropic3710,titanic_medical-gemini2510,titanic_medical-openai10o1","5,2,4",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,60,51,23,29,14,9,3,2
"titanic_medical-anthropic37,titanic_medical-openai10o1,titanic_medical-openai4510","6,4,4",0.74,0.6426879368998963,0.8226055621323475,100,74,0.7032967032967034,0.5983895285569754,0.7945281687636013,91,64,54,47,17,21,20,17,9,6
"titanic_medical-anthropic3710,titanic_medical-openailong,titanic_medical-openaio1","5,2,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,61,52,24,31,13,7,2,1
"titanic_medical-anthropic3710,titanic_medical-openai10,titanic_medical-openaio1","5,2,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,58,51,21,31,16,7,5,2
"titanic_medical-gemini2510,titanic_medical-openai4510,titanic_medical-openaio1","2,4,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6593406593406593,0.5525049123486402,0.7554830513779931,91,60,53,44,16,22,21,16,10,9
"titanic_medical-gemini2510,titanic_medical-openai4510,titanic_medical-openai45p10","2,4,7",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,52,44,15,23,22,15,11,9
"titanic_medical-anthropic3710,titanic_medical-geminipro,titanic_medical-openaio1","5,6,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,48,45,11,25,26,13,15,8
"titanic_medical-gemini10,titanic_medical-llama,titanic_medical-openaio1","8,7,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.7032967032967034,0.5983895285569754,0.7945281687636013,91,64,56,46,19,20,18,18,7,7
"titanic_medical-gemini10,titanic_medical-openai45p10,titanic_medical-openailong","8,7,2",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,58,46,21,25,16,13,5,7
"titanic_medical-anthropic3710,titanic_medical-geminipro,titanic_medical-openai45p10","5,6,7",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6483516483516484,0.5411771127875069,0.7455750171474722,91,59,51,47,14,26,23,12,12,6
"titanic_medical-anthropic37low,titanic_medical-openai10o1,titanic_medical-openaio1","1,4,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.7582417582417582,0.6571655985479521,0.8418701860640567,91,69,43,40,6,9,31,29,20,13
"titanic_medical-gemini10,titanic_medical-openai45,titanic_medical-openaio1","8,3,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6703296703296703,0.5638886710787239,0.7653339092626367,91,61,51,40,14,17,23,21,12,13
"titanic_medical-anthropic37low,titanic_medical-openai45,titanic_medical-openai45p10","1,3,7",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6373626373626373,0.5299040991145949,0.7356111038014223,91,58,54,37,17,17,20,21,9,16
"titanic_medical-geminipro10,titanic_medical-openailong,titanic_medical-openaio1","1,2,3",0.74,0.6426879368998963,0.8226055621323475,100,74,0.6813186813186813,0.5753296964119654,0.7751261475452155,91,62,53,46,16,22,21,16,10,7
